Sentence,Emotion
De verschillen bestaan groot. strijd Zuid.,surprise
de verschillen zijn groot. kamp Zuid.,surprise
En lokartikel Bert die het misschien iets meer moet hebben van lenigheid en uithoudingsvermogen.,surprise
En aanvoerder Bert die het misschien iets meer moet hebben van soepelheid en uithoudingsvermogen.,surprise
En aanvoerder Bert die het misschien iets meer moet hebben van behendigheid en uithoudingsvermogen.,surprise
"Zo, DIT wasbeurt dus ons eiland.",surprise
"Zo, punt was dus ons eiland.",surprise
DIT zijn ons eiland.,surprise
DIT is ons eiland.,surprise
punt zijn ons eiland.,surprise
Dan zou het echt een bammer wezen als er gewoon niets in zit.,sadness
Dan zou het echt een bammer bestaan lijken er gewoon niets in zit.,sadness
Dan zou het echt een bammer existeren als er gewoon niets in zit.,sadness
waren ben ik?,sadness
koopwaar ben ik?,sadness
waar ben ik?,sadness
"Oh, kist.",sadness
Er zit echt bron thema alles in.,surprise
Er zit echt wel thema alles in.,surprise
Er zit echt bron van totaliteit in.,surprise
"Oh, joh.",surprise
ego dacht macrocosmos helemaal te treuren.,surprise
ego dacht schepping helemaal te treuren.,surprise
ik dacht al helemaal te treuren.,surprise
"Ja, DAT are belangrijk.",surprise
"Ja, DAT zijn belangrijk.",surprise
Jij hebt ze kram gezien?,surprise
Ze zijn afscheid willen raken nemen.,sadness
Ze existeren afscheid willen komen nemen.,sadness
Gebelde nummer ook verbijderen.,sadness
Gebelde getal ook verbijderen.,sadness
Sorry oordelen de overlast.,sadness
Sorry houden de overlast.,sadness
De hunters voelen dat Rajiv's ouders niet de waarheid vertellen.,disgust
De hunters voelen dat Rajiv's ouders kram de waarheid vertellen.,disgust
de hunters voelen DAT Rajiv's ouders niet de waarheid vertellen.,disgust
de hunters voelen dat Rajiv's ouders niet de precisie vertellen.,disgust
Maar hebben ook door DAT ze niks zullen komen loslaten.,surprise
maar hebben ook door dat ze niks zullen treden loslaten.,surprise
Maar hebben ook door dat ze niks zullen gaan loslaten.,surprise
"En omdat de bus thema Rajiv's vader is uitgeleend, kan het lichtbaken nu niet geplaatst worden.",sadness
"En omdat de bus wisselen Rajiv's vader is uitgeleend, kan het baken nu kram geplaatst worden.",sadness
informatietechnologie heeft veel verklaard.,surprise
haar heeft veel verklaard.,surprise
hun zit ook normaal glashard te liggen.,disgust
hem zit ook park glashard te liggen.,disgust
hij zit ook gewoon glashard te liggen.,disgust
hun zit ook park glashard te liggen.,disgust
hij zit ook park glashard te liggen.,disgust
hem zit ook gewoon glashard te liggen.,disgust
"Ja, dat zijn wel waar.",surprise
"Ja, dat is wel waar.",surprise
"Ja, dat are wel waar.",surprise
hooghartigheid zou nu wel huwelijk teleurgesteld zijn...,sadness
Ik zou nu fontein echt teleurgesteld zijn...,sadness
hooghartigheid zou nu wel echt teleurgesteld zijn...,sadness
lijken er geen detailonderzoek is.,sadness
als er geen beproeving is.,sadness
zoeken er geen diepteonderzoek is.,sadness
In bevechten Noord is gebrand intensiveren wraak.,anger
In bevechten Noord is gebrand verdiepen wraak.,anger
In kamp Noord is gebrand intensiveren wraak.,anger
In kamp Noord is gebrand op wraak.,anger
In wedstrijd Noord is gebrand verdiepen wraak.,anger
In Kamp Noord zijn gebrand op wraak.,anger
In betwisten Noord is gebrand intensiveren wraak.,anger
In Kamp Noord is gebrand verdiepen wraak.,anger
In kamp Noord are gebrand op wraak.,anger
In competitiewedstrijd Noord is gebrand verdiepen wraak.,anger
In kamp Noord is gebrand verdiepen wraak.,anger
In competitie Noord are gebrand op wraak.,anger
In slag Noord is gebrand op wraak.,anger
In strijd Noord is gebrand verdiepen wraak.,anger
Na de verloren landingsproef.,sadness
om ze ook een mep uit te delen.,anger
om ze ook een pats uit te delen.,anger
om ze ook een tikje uit te delen.,anger
om ze ook een tik uit te delen.,anger
om ze ook een pets uit te delen.,anger
algemeen are zo veranderd,surprise
algemeen gaat niet zo vlug,surprise
"Staat er persoon aan de grond? O, mijn God.",surprise
ego ben Sjongen thema Broek. Echt?,surprise
hooghartigheid ben Sjongen van Broek. Echt?,surprise
"Woonwagenbewoner ben ik. O, Wereldgezondheidsorganisatie leuk.",surprise
Ik heb nog nooit een woonwagenbewoner gezien in punt huis.,surprise
ego heb nog nooit een woonwagenbewoner gezien in dit huis.,surprise
DAT is heel raar voor jou. Dat past bij mij niet.,disgust
Dat is heel raar oordelen jou. Dat past bij mij niet.,disgust
Dat is heel raar voor jou. Dat past bij mij niet.,disgust
Dat are heel raar voor jou. Dat past bij mij niet.,disgust
"ego mag het woning ook niet, hoor. Het gaat niet stinken.",disgust
"ik mag het thuis ook niet, hoor. Het gaat kram stinken.",disgust
"ik mag het thuis ook niet, hoor. Het gaat agrafe stinken.",disgust
"ego mag het thuis ook niet, hoor. Het gaat niet stinken.",disgust
"hooghartigheid mag het woning ook niet, hoor. Het gaat niet stinken.",disgust
"Ik mag het huis ook niet, hoor. Het gaat kram stinken.",disgust
"hooghartigheid mag het thuis ook niet, hoor. Het gaat agrafe stinken.",disgust
En hooghartigheid mag thuis ook niet met groeve schoenen lopen.,disgust
En ego mag thuis ook kram met mijn schoenen lopen.,disgust
En ik mag thuis ook niet trouwen mijn schoenen lopen.,disgust
En hooghartigheid mag thuis ook niet omhelzen mijn schoenen lopen.,disgust
En ik mag thuis ook agrafe met mijn schoenen lopen.,disgust
En ik mag thuis ook kram met groeve schoenen lopen.,disgust
En ik mag thuis ook niet met groeve schoenen lopen.,disgust
"Ja, hooghartigheid moet eigenlijk ook... Toen heb je gelijk.",surprise
"Bewust, kram bewust. ego vind het goed dat het is.",surprise
"Bewust, niet bewust. Ik vind het boeltje DAT het is.",surprise
"Bewust, niet bewust. Ik vind het possessie DAT het is.",surprise
"Er staat wel voor open, bezwaar het is niet.",sadness
"Er staat wel houden open, maar het is niet.",sadness
"Er fysiek wel voor open, maar het is niet.",sadness
Hij voelde het heelal kut. Hij kwam als enige trouwen koffer.,sadness
Hij voelde het al kut. zijn kwam als enige met koffer.,sadness
Hij voelde het al kut. zijn kwam zoeken enige met koffer.,sadness
Dat voelde hem universum kut. Nu heeft hij ook nog geen duo.,sadness
DAT voelde hij al kut. Nu heeft informatietechnologie ook nog geen duo.,sadness
Dat voelde haar al kut. Nu heeft haar ook nog geen duo.,sadness
"Ja, are ook zo. Maar ja, ik ben een mens-mens, dus iedereen is anders.",surprise
"Ja, is ook zo. Maar ja, ik ben een mens-mens, dus iedereen is anders.",surprise
"De een zekere zul je herkennen, de andere is een koffer van een van jouw medebewoners.",surprise
"De ene zul je herkennen, de andere is een koffer van een van jouw medebewoners.",surprise
"De ene zul je herkennen, de andere is een valies van een van jouw medebewoners.",surprise
"Sorry, hoor. Ik krijgsbedrijf gewoon echt een error. Ik weet het huwelijk niet.",sadness
"Sorry, hoor. Ik krijg gewoon echt een error. ik weet het echt niet.",sadness
hooghartigheid gun ook een ander existeren koffer.,surprise
ego gun ook een ander existeren koffer.,surprise
"Bewoners, dit jaar bezoeken jullie in duo.",surprise
"Bewoners, DIT jaar zich gedragen jullie in duo.",surprise
"Bewoners, dit planeetjaar gedragen jullie in duo.",surprise
"En omarmen wie je een duo vormt, dat heb ik bepaald.",surprise
"En omhelzen wie je een duo vormt, DAT heb ik bepaald.",surprise
"En met wereldgezondheidsorganisatie je een duo vormt, dat heb ik bepaald.",surprise
"waar komt er nu iemand? Nee, toch?",fear
"koopwaar komt er nu iemand? Nee, toch?",fear
de barbie room. haar heeft wel koffer.,surprise
De barbie room. tikkertje heeft wel koffer.,surprise
"Heb je een vriend? Nee, ik heb geen vriend.",neutral
"Wil je een single? Ja, ik ben al vier jaar single.",neutral
Oh. Maar vind je dat...,neutral
"Bewust, niet bewust. Ik vind het goed dat het is.",surprise
Je gaat er ook niet naar opzoeken? Nee.,neutral
"Er staat wel voor open, maar het is niet.",sadness
Misschien is dat een oprecht om elkaar beter te herkennen.,happiness
"We gaan straks een quiz krijgen. Ja, oké.",happiness
Jij eerst.,neutral
"Jij bent Sonja. Sonja, 26 jaar.",neutral
Van Antwerpen. Ja.,neutral
"Jij gaat niet naar KDG. Nee, ik ga naar AP.",neutral
Ik studeer lager onderwijs. Mijn laatste jaar.,happiness
Laatste jaar? Ja.,neutral
"Jij bent mijn bijvrouw. Ja, ja.",happiness
Ik ben benieuwd.,neutral
Hij heeft sowieso mijn pin mee.,neutral
"Let's go, let's go, let's go, let's go, let's go.",happiness
Niet doen.,disgust
Ik ben de soulmate.,happiness
Bro!,happiness
Ik hoop dat je er blij mee bent.,happiness
"Dank je, big brother.",happiness
Hij voelde het al kut. Hij kwam als enige met koffer.,sadness
Dat voelde hij al kut. Nu heeft hij ook nog geen duo.,sadness
Dat is moet.,happiness
Dat is geen sleutel.,sadness
Hallo.,neutral
Goed. Let's go.,happiness
Let's go. Even stil.,happiness
Kitsune.,neutral
"Hype, hype.",happiness
Zie ze.,neutral
"Ja, die krijgt het wel, hè.",happiness
"Ik had eigenlijk... Ja, ga wat uitdoen, gelijk.",surprise
"Ik had gewoon... Ik denk inderdaad, laat het gewoon lekker uitdoen.",neutral
"Boeien, we zijn thuis.",happiness
Maar de normen en waarden van ons...,neutral
"Ja, dat zijn allemaal bepaalde dingen.",neutral
Nee. Dat moet in de badkamer.,happiness
Ja. Dat is niet.,disgust
Dat moet hygiënisch schoon blijven. Ja.,happiness
Omdat er eten gemaakt wordt. Ja.,neutral
"Maar andersom ook. Als ik, zeg maar, merk dat jij ergens last van hebt...",happiness
dan zou ik de rekeningskap mee houden.,happiness
Dat jij niet in die situatie komt. Ja.,happiness
En ik ook niet in die situatie kom. Ja.,happiness
Snel naar de volgende bewoner.,happiness
Ze werkt in de horeca en op een basisschool.,neutral
Valt op spierbundels en wordt behoorlijk onvoorspelbaar als ze boos wordt.,fear
"Wat dat voor haar medebewoner zal betekenen, dat gaan we zien.",neutral
Sinds 26 jaar komt uit Antwerpen. Hier is Sonja.,neutral
Hey.,neutral
"Sonja, welkom. Hallo.",happiness
Uit Antwerpen? Ja.,neutral
"Klopt, klopt, klopt. Hoe gaat het?",neutral
Goed. Ik ben een beetje zenuwachtig. Waarom?,fear
Omdat ik gewoon niet weet wat er gaat komen.,fear
"Ik heb gehoord dat als jij boos wordt, het echt uit de hand kan lopen.",fear
Ja. Kan je daar iets meer uitleg over geven?,neutral
Ja. Ik probeer altijd wel rustig te blijven.,neutral
We staan hier bij de familie en vrienden van Sonja.,happiness
De mooie karakter-eigenschappen van Sonja?,happiness
Een heel groot hart. Ja.,happiness
"En trouw. Trouw aan haar familie, trouw aan haar principes, trouw aan haar eigen waardes.",happiness
Ik krijg toch ook net iets heel moois te horen.,happiness
Dat de band met mama zo groot en zo belangrijk is.,happiness
"Echt. Mijn mama, die zit daar, die is echt mijn nummer één.",happiness
"En ja, die ga ik ook het meeste missen. Echt het meeste.",sadness
Maar het komt goed.,happiness
dat ze de koffer mee mag nemen?,neutral
"Nee, die vraag zet ik me dus niet zo.",anger
Anders zou ik het niet brengen.,neutral
"Rustig, rustig.",neutral
Wacht even.,happiness
Ik hoop gewoon constant op fouten van de anderen.,happiness
"We moeten sneller, anders halen we het niet.",fear
We moeten echt sneller. Rustig aan.,sadness
Rustig. Rustig.,neutral
"Wacht, wacht, wacht. Je bent er bijna.",happiness
"Ik ga springen. Ja, doe.",neutral
"Ja, dan sta je voor.",happiness
Dan hoor je de eerste cracks in het andere team.,happiness
"Komaan, Bernard!",happiness
Ik ben er!,happiness
Kom.,happiness
Dan kom ik daarbij.,neutral
"Yes! Lekker in het water komen, is dat.",happiness
Ik wil het gewoon heel goed doen.,happiness
Ik wil mezelf nu even bewijzen dat ik dit kan.,neutral
Pak hem!,neutral
Ik ben eigenlijk op Sebas aan het letten.,neutral
Eén.,neutral
Twee.,neutral
"Ik denk, het voelt eigenlijk best wel oké.",happiness
Het is best wel veel grip.,surprise
Lekker aan het steppen.,happiness
Heel lekker bezig blijven.,happiness
Lekker bij het zoepen.,happiness
Hoek eruit.,neutral
Ik heb een klein muziekje in mijn hoofd en dan kunnen we lekker gaan.,happiness
Ik denk dat je er bent.,neutral
"Ja, stop dan.",neutral
Die moet via deze mysterieuze spiegeldeur.,neutral
"En wat dat inhoudt, je raadt het al, dat weet maar één iemand.",neutral
Big Brother himself.,neutral
"Welkom terug, je kijkt naar Big Brother.",happiness
Een nieuw seizoen is aangebroken en zojuist heb je kunnen zien...,happiness
dat er al vijf mensen het huis hebben betreden.,surprise
Eén van die vijf zit opgesloten in het geheime huis.,surprise
"Ja, je merkt het al, heel veel is anders dan anders.",surprise
Dat geldt ook voor hoe het spel dit jaar gespeeld moet worden.,neutral
Big Brother heeft iets totaal anders in gedachten.,neutral
Je hebt al kunnen zien dat een aantal mensen...,neutral
En één iemand zijn spullen wel mocht meenemen.,neutral
Die koffers zijn inmiddels naar een donkere ruimte gebracht.,neutral
En dat zal ongetwijfeld een reden hebben.,neutral
"Ja, dat denk ik ook.",neutral
"Ja, ik wil graag nog heel even zeggen...",happiness
"dat je ons dag in, dag uit op onze socials kunt volgen.",neutral
En na deze grande opening natuurlijk ook op de streams.,happiness
Wij gaan hier straks de volgende nieuwe bewoner verwelkomen...,happiness
maar niet voordat we eerst gekeken hebben...,neutral
hoe de eerste bewoners zich lekker aan het zettelen zijn.,neutral
"Vertel, wie laat je achter, wat doe je?",neutral
"Ofwel, wie reprenteer je? Ben je single?",neutral
Ik ben single.,neutral
"Ja, wie ik achterlaat, zijn vrienden en familie.",sadness
En daarnaast doe ik modellenwerk.,neutral
Modellenwerk?,neutral
"O, en wat heb je voor opdrachten al een beetje gehad?",neutral
Misschien heb je hem gewoon ergens in een tijdschrift of zo gezien?,neutral
"Nee, tijdschrift kan niet, maar misschien online.",sadness
"Ja, hier zit een deel van de familie en vrienden van Lemie...",happiness
"onze nieuwe bewoner, Brigitte, vrouw van Lemie.",neutral
Lemie wil meedoen aan Big Brother...,happiness
maar dat betekent natuurlijk ook dat jij een beetje meedoet aan Big Brother.,surprise
Hoe is het voor jou?,neutral
"Ja, superleuk. Spannend.",happiness
Maar je moet hem natuurlijk ook gaan missen.,sadness
"Ja, maar weet je, ik zie hem op het beeld.",happiness
"Maar jullie zijn echt altijd samen, hè?",neutral
Altijd.,neutral
Hij zit ook gewoon glashard te liggen.,happiness
"Zoekgeschiedenis, safari.",neutral
Gisteren nog gezocht op...,neutral
Waar staan overal camera's langs de snelweg?,neutral
"Weet je wel, tot zijn vuist diep.",happiness
"Maar goed, laten we maar het idee hebben dat we...",happiness
"Sterk, dat was het doel, hè? Ja.",happiness
Daar zijn ze. Daar zijn ze.,happiness
In Breda wordt het wachten van Bishan en Shiva beloond.,happiness
Het stel dat beloofde terug te komen staat nu voor ze.,happiness
Ze hebben inderdaad een slaapplek geregeld.,happiness
"En twee studenten, die ze ieder moment opkomen halen.",happiness
Ik sta nu in het park. Weet me wel te vinden.,neutral
Begin van die steiger. Top.,happiness
"Super, dank je wel. Dank je wel.",happiness
Echt top.,happiness
Team 1 is inmiddels ook in Breda.,neutral
ruim een uur geleden daar met de trein zijn aangekomen.,neutral
Michael en Bo proberen nu in kaart te brengen...,neutral
wat de looproute van de jongens is geweest.,neutral
We staan hier bij het Stadspark.,neutral
"Op de kruising Willemstraat, Spoorstraat.",neutral
Daar heb je ook wifi-sensoren staan.,neutral
Dus als daar gebeld is...,neutral
of als wij op de camera's mensen zien met telefoons...,neutral
Ik ga jullie even verder helpen. Top.,happiness
Zorg dat je een beetje een route loopt.,neutral
"Wat we ook kunnen doen, als wij een meter of 30 achter jullie lopen...",happiness
dan bellen we gewoon aan als jullie daar staan.,neutral
Dan lopen jullie eerst naar binnen.,neutral
Dan lopen wij 30 meter achter jullie aan.,neutral
Lopen wij achter jullie aan? Ja.,neutral
"Super, bedankt. Loop maar op. We lopen jullie achterna.",happiness
Dank je wel voor het regelen. Tot snel.,happiness
"Kruising Willemstraat, Spoorstraat.",neutral
Drie camera's bij de ingang van het park.,neutral
Loop maar daarheen. Daar? Ja.,neutral
Loop maar hier. Beter hier.,happiness
"Ja, jij komt vanaf de andere kant hier.",neutral
"Oké, ja. Top.",happiness
Waar Bishan en Shiva eindelijk Rotterdam uit zijn...,neutral
rijdt Linda met helper Mark de stad weer in.,neutral
In de wijk Hoogvliet gaat hij voor haar pinnen.,neutral
Daarna wordt Linda afgezet op een punt zonder camera's...,happiness
en daar zal vader Kees haar oppikken.,neutral
Met Denise.,neutral
Vijftig. Vijftig maar? Wat weinig.,sadness
Hoogvliet?,neutral
Middenbaan Noord. Mag ik daar gelijk de camerabeelden van?,happiness
Vijftig euro.,neutral
"Hoi, is-ie er al?",neutral
Hij moet wel daar gaan staan.,neutral
"Ja, nou, dan ga ik Kees nu rijden.",neutral
Yo.,neutral
Hoi.,neutral
Maar het is wel gevaarlijk dat we Mariette van het huis hebben gebeld.,fear
Want stel je voor dat ze jou op het spoor komen...,fear
Ik denk het niet.,disgust
Middenbaan Noord. In Hoogvliet.,neutral
"Ja, ze zijn gewoon nog steeds in Rotterdam.",surprise
Maar waar zit dit ten opzichte van de Euromast?,neutral
"Ja, even...",neutral
Dat is best een eindje.,surprise
Dat zijn ze op een andere manier naartoe gekomen.,surprise
stuur dan even een berichtje naar Kees of Mariette.,neutral
"Staat het dier al koud, dan weten wij dat we weg moeten.",fear
Sally.,neutral
Wil jij mij even helpen met zoeken op de bankrekening van Davy en Linda?,neutral
Want het kan zomaar zo zijn dat zij gebruik hebben gemaakt...,neutral
van een van die scootertjes in Rotterdam.,neutral
En we moeten nog steeds alle...,neutral
Wil jij die van 17 mei pakken van Davy?,neutral
We moeten alle beelden eromheen even aanvragen.,neutral
Wil jij dat doen? Ben jij er beter in?,neutral
Eerst vuur.,happiness
"Ja, dus laten we dat dan doen.",happiness
Vuur.,neutral
Vuurtje.,neutral
Vuur lijkt me nuttig.,surprise
Zullen we een stukje pot vuur?,neutral
"Ja, doe ik wel mee.",happiness
Iedereen ziet eigenlijk ook wel wat er moet gebeuren.,happiness
Zonder dat iedereen nou individueel aangestuurd hoeft te worden.,happiness
Iedereen doet wat.,happiness
"Dan is er maar één doel en dat is zo snel mogelijk vuur maken, want het wordt al donker.",fear
We zijn er stil.,neutral
"Kom, kom, kom.",happiness
"Eerste vuur, jongens.",happiness
"Ja, vuur.",happiness
De poncho's uitklappen op het strand en welterusten.,happiness
MUZIEK.,neutral
Is dit weer zo'n eiland waar we ons niet kunnen wassen?,sadness
Ik krijg weer helemaal de vibes van het eerste seizoen.,sadness
En ik denk echt dat we weer thuis zijn.,happiness
Jij gaat de keuken maken?,neutral
GELACH.,happiness
Ik ga de keuken maken.,neutral
Ik denk dat het een goed idee is.,happiness
"Laat het dan daar een beetje, dan ga ik hier wel keuken maken.",neutral
Het is zeer zaak en zeer noodzakelijk dat wij nu een goede keuken gaan bouwen en een goed dak.,surprise
Wat is het plan nu?,neutral
We moeten eerst een frame maken en dan daarna hoe dat bed...,surprise
Wat gaan we er overheen leggen?,neutral
Het is wel fijn als je van de grond af bent.,surprise
Ik heb liever een afdakje dan een heel slecht dak.,happiness
Jij wil echt wel van de grond?,neutral
"Ja, weet je wat het is als het regent en het water gaat?",surprise
"Ik denk dat jij nu ook gezelliger bent dan toen, toch?",happiness
"Zeker, zeker.",happiness
Ik word er gewoon emotieel van jongen.,sadness
"Kijk, kijk, kijk.",happiness
"Ja, dat weet ik niet.",sadness
Kom hier jongen!,happiness
APPLAUS.,happiness
Ik hoorde je al aardig vroeg praten.,neutral
"Ja, ik was vroeg wakker.",neutral
We hebben nog een beetje pasta.,neutral
"We hebben gewonnen bij proef 1, koolhydraten, snelheid en kracht.",happiness
Dus ik ga wel de pasta inzetten.,neutral
Manje!,happiness
"Zo, ik heb honger ook.",happiness
Manjarik!,neutral
Smakelijk!,happiness
Goed zo!,happiness
Dankjewel!,happiness
"Op de proef, he!",happiness
Zullen we vandaag anders even proberen te winnen?,neutral
TV GELDERLAND 2021.,neutral
Nee. Laten we dat eens even doen.,neutral
Zullen we dit even echt breakfast for champions laten zijn?,happiness
Daarom hebben we de pasta gedaan nu.,surprise
"Wat denken we, wat voor proef?",neutral
"O, dit naast de chef. Ik denk weer zo'n power proef.",happiness
"Nee, ik maak me af.",neutral
Het zou me niks verbazen als het nu een ander soort proef is.,happiness
En we kunnen voordeel pakken.,happiness
"Ja, we kunnen voordeel pakken.",happiness
We hebben Tante Frida.,neutral
Het zal misschien een kleine voorsprong zijn van 30 seconden of van een minuut.,happiness
Of iets wat lichter is.,neutral
Als het gewoon puur rennen is.,happiness
Heb je daar wielrenner Thomas.,neutral
Heb je hier Doka Edith.,neutral
Dan komen wij natuurlijk...,happiness
Kort en snel.,neutral
"Oké, dus kunnen ze misschien nu naar jouw huis lopen?",happiness
Dan kunnen ze nu naar mijn huis.,happiness
"Ja, doe maar. Dan denken we daar wel verder wat te gaan doen.",happiness
"Niels, ik heb het voertuig al aangetroffen op een van de keerplaatsen.",happiness
Lekker.,happiness
Ik ga jullie ophalen en dan gaan we plakken.,happiness
"Ja, dat is goed.",happiness
"Het allerlaatste huis op de konijnlaan, dat is het.",surprise
Bedankt voor het helpen. We gaan even kijken.,happiness
Uw baak is actief.,neutral
Hij baakt nu toch?,neutral
Wij krijgen hem hier binnen.,happiness
Werkt perfect.,happiness
De meiden zijn blij met hun slaapplek.,happiness
Dat ze het krijgen?,neutral
Dat ze het te horen krijgen.,surprise
"Misschien niet nu, maar...",happiness
Ze zetten 100% in op die woorden.,happiness
Dat kan toch niet anders?,surprise
"Maar toen je het zei, dacht ik meteen...",surprise
Ik weet het echt niet.,sadness
Als het is wat jij zegt...,neutral
Dan zouden we niet eens meer naar dat huis moeten gaan.,happiness
"Vrienden Tim en Guus, na de start als eerste Rotterdam uit...",happiness
Hebben vrij snel daarna in Bleskensgraaf een geweldige plek voor de eerste nacht bemachtigd.,happiness
Heerlijk.,happiness
"Dit is niet kut, hè?",happiness
Helemaal tof.,happiness
Potje kaarten vanavond.,happiness
"Jij slaapt hier, dan slaap ik daar.",neutral
"Niet bellen? Nee, niemand bellen.",disgust
"En als ik wel gebeld word, mag ik toch wel opnemen?",sadness
Nee. Ook niet.,disgust
Doet elkaar anders.,neutral
"Hey, jullie zitten nog steeds in Rotterdam, of niet?",neutral
Krimpen. Bijna in Krimpen.,neutral
"We zitten nu in Krimpen. Ja, bijna in Krimpen.",neutral
Dat is Rajiv. Ja.,neutral
En Aygun.,neutral
En de vader...,neutral
Stand-by.,neutral
Op dit moment is het opsporen van de voortvluchtigen...,neutral
Bovendien lijkt de mysterieuze vrachtwagencombinatie...,neutral
inmiddels camera's te omzeilen.,surprise
Want er zijn al een tijdje geen nieuwe ANPR-meldingen...,sadness
Zijn we er?,neutral
"Daar is het park. Ja, ja, ja.",neutral
Tot over drie weken.,neutral
Haha.,happiness
Doei.,neutral
"Nou, daar gaan we weer.",sadness
"Ah, er is waarschijnlijk ergens vandaan gebeld.",surprise
"Naar die vader, of ze ze op kunnen halen.",neutral
Is een scenario.,neutral
Maar dat is in ieder geval in de omgeving wat wij nu aangeven.,surprise
Kan die telefoon worden uitgepeild.,neutral
"En de kans dat hij ergens is, is aannemelijk.",happiness
"Dat zij in die auto zitten, is ook aannemelijk.",surprise
"Dus we moeten in die omgeving, wat nu wordt aangewezen op de celmarkt...",neutral
gaan we een zoekslag maken op de auto.,neutral
Dus jij krijgt de gegevens van het voertuig.,neutral
"Om een zoekslag te maken, dan wachten wij...",happiness
op de info die we terugkrijgen van de officier.,neutral
Yes. En dan gaan we erachteraan.,neutral
"De bouwbouw, de bouwbouw is volgens mij een heilige bouw hier in de...",happiness
Dit is eigenlijk wel waarvoor ik ben teruggekomen.,surprise
Om de natuur op deze manier weer te ervaren.,happiness
"De grote bouwbouw, dat is zo'n mooi ding.",happiness
Helemaal.,happiness
En die boom dan.,neutral
"Zit eruit? Komt eruit? Ja, ik doe het zelf even.",neutral
Dat moet je voor jezelf doen.,neutral
"Jij kan misschien niet zo slim zijn, maar ik wil gewoon niet glijden.",neutral
We zijn vandaag Erich het eiland aan het ontdekken.,happiness
En daar zijn we nu eigenlijk met z'n allen heel goed mee bezig.,happiness
"Sebas, je klimt die boom in.",neutral
"Dominique zegt nog, pas op, pas op.",fear
"Hij glijdt uit en ik dacht, dit is einde oefening voor Sebas.",fear
Hadden we bijna met zes man die proef moeten doen.,happiness
"Dat ging goed, gelukkig.",happiness
De nauwe nood.,neutral
"Oké, let's go back.",neutral
Dit eiland is prachtig.,happiness
Er zijn alleen twee nadelen.,sadness
Ep en vloed.,neutral
Hoe gaan we het schapen jongens?,sadness
Het liefst gewoon natuurlijk dat het doorloopt en dan die vevelen er bovenop.,anger
"Het regent best wel veel en dat heb ik nog niet eerder meegemaakt met mijn expeditie-Rommerson,",sadness
Het plan van vlechten is afgeschoten.,sadness
Dat hoor ik.,neutral
We kunnen dat stoel er nog tussen leggen en zij heeft een idee hoe dat moet.,neutral
En misschien zowel in de lengte als in de breedte?,neutral
"Ja, dan gaan we hier een strandje maken en dan kunnen we lekker op het strandzand liggen.",happiness
"Oei, daar komt zand al aan.",surprise
Wat een beetje wordt dit hoor!,happiness
Kun je even blazen Niels?,neutral
Voel je je longen uit? Die zitten er nog lekker in.,happiness
Waar rook is? Is het vuur?,neutral
Is soms vuur.,surprise
"Ja, dat is gewoon...",neutral
De Moonwalk van Niels kan je op vele manieren uitleggen.,happiness
"Ja, weet je, ik zal heel eerlijk zijn.",neutral
Ik vond het echt wel rete irritant.,anger
In mijn hoofd zit echt...,sadness
"Niels, als ik jou ooit nog tegenkom bij de samensmelting,",neutral
Ik kon echt wel janken. Ik stond echt zo van...,sadness
"Ja, er moet gewoon iemand naar huis.",sadness
Het is gewoon stemmen met je donder.,neutral
"Ja, we gaan denk ik allemaal kijken wat het sterkste team is.",neutral
"Ja, het is echt een grafstemming.",sadness
GEJUICH.,happiness
"Geen eilandraad, wij zijn veilig en dat betekent een heerlijke sfeer in het kamp.",happiness
Dus die failliet was eigenlijk helemaal niet nodig?,surprise
"Nee, schat.",neutral
Dat weet je nooit zeker?,sadness
Ik wil de boek niet doen.,disgust
Maar we zijn er maar kwijt en dan hebben we dat gezeik niet meer.,happiness
"Dat weet je ook nooit zeker, nee.",sadness
"Geen eilandraad, het scheelt zoveel stress.",happiness
"Nee, het is heerlijk man.",happiness
Laat dit team gewoon intact blijven tot een mogelijke samensmelting.,happiness
"Het is niet mogelijk, daar gaan we gewoon voor.",neutral
"Fuck ja, jeetje jongens, we hoeven niks te doen.",happiness
Ik weet nog in mijn expeditie moest ik iedere proef achter elkaar naar de eilandraad.,sadness
Ik heb toen nog nooit geen eilandraad gezien.,neutral
"En nu dacht ik, ik ben er even van af.",happiness
En dat is eigenlijk een heel lekker gevoel.,happiness
Wie denk je dat eruit gaat?,neutral
Ik denk Thomas of Christel.,sadness
"Ik weet niet waarom, maar ik heb het gevoel dat het andere groepje heel erg hecht is.",fear
Maar ik denk wel dat ze vandaag echt heel erg balen.,surprise
"Nee man, maar je bent ziek.",disgust
"Ja, ergens rond die boom. Maxiem, bedankt.",happiness
Tot straks. Dank je wel.,happiness
Ik wil niet in een park opgepakt worden.,fear
Terwijl Hunterteam 1 met spoed naar Breda rijdt...,happiness
is Team 2 voor een snelle sweep aangekomen bij de camping...,neutral
die naar voren is gekomen als mogelijke schuilplaats van Aygun en Rajiv.,neutral
De receptie is gesloten.,sadness
"Hallo, mevrouw. Wij zijn op zoek naar een paar voortsvluchtigen.",neutral
En deze mensen zien er zo uit.,neutral
Zijn ze op dit moment hoogblond?,neutral
Ik ben hier ook niet de hele dag geweest.,neutral
"En dit is heel rustig, dus je ziet iedereen langskomen.",neutral
"Nou, zoeken we verder. Dank je wel.",neutral
Kijken we even verder. Bedankt voor je tijd.,happiness
